               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 481,            0.012058,           0.0062611,           0.0016589,             0.97347,                   1,               0.995,             0.93091,           0.0061085,            0.003151,           0.0012929,            0.000496,            0.000496,            0.000496
                 482,             0.01188,            0.006403,           0.0017057,             0.97349,                   1,               0.995,             0.92752,            0.006082,           0.0031494,           0.0012879,           0.0004762,           0.0004762,           0.0004762
                 483,            0.011981,           0.0076029,           0.0016814,             0.97349,                   1,               0.995,             0.93091,            0.005904,           0.0031154,           0.0012865,           0.0004564,           0.0004564,           0.0004564
                 484,            0.011292,           0.0059286,           0.0015104,             0.97349,                   1,               0.995,             0.93091,            0.005904,           0.0031154,           0.0012865,           0.0004366,           0.0004366,           0.0004366
                 485,            0.013329,           0.0055241,           0.0020277,             0.97346,                   1,               0.995,             0.93285,           0.0057986,           0.0031001,           0.0012858,           0.0004168,           0.0004168,           0.0004168
                 486,            0.011668,           0.0072635,           0.0017175,             0.97357,                   1,               0.995,             0.93507,           0.0055289,           0.0030574,           0.0012782,            0.000397,            0.000397,            0.000397
                 487,            0.014052,           0.0066214,           0.0018752,              0.9735,                   1,               0.995,             0.93483,           0.0054422,           0.0030198,           0.0012736,           0.0003772,           0.0003772,           0.0003772
                 488,            0.010011,           0.0064197,           0.0015169,              0.9735,                   1,               0.995,             0.93483,           0.0054422,           0.0030198,           0.0012736,           0.0003574,           0.0003574,           0.0003574
                 489,            0.011867,           0.0069313,           0.0016622,             0.97351,                   1,               0.995,             0.93418,           0.0054152,           0.0029979,           0.0012692,           0.0003376,           0.0003376,           0.0003376
                 490,            0.012779,           0.0067681,           0.0015313,             0.97356,                   1,               0.995,             0.93417,           0.0054175,           0.0029852,           0.0012644,           0.0003178,           0.0003178,           0.0003178
                 491,            0.011957,           0.0064991,           0.0017198,             0.97356,                   1,               0.995,             0.91516,           0.0056018,           0.0029958,           0.0012581,            0.000298,            0.000298,            0.000298
                 492,            0.010911,           0.0056253,           0.0014367,             0.97356,                   1,               0.995,             0.91516,           0.0056018,           0.0029958,           0.0012581,           0.0002782,           0.0002782,           0.0002782
                 493,            0.011624,           0.0062943,           0.0015325,             0.97312,                   1,             0.99409,             0.90953,           0.0058439,           0.0030193,           0.0012516,           0.0002584,           0.0002584,           0.0002584
                 494,            0.011759,           0.0054576,           0.0014437,             0.97307,                   1,             0.99409,             0.91832,           0.0058377,           0.0030173,           0.0012495,           0.0002386,           0.0002386,           0.0002386
                 495,           0.0097984,            0.006786,            0.001526,             0.97306,                   1,             0.99409,              0.9208,            0.005747,           0.0030051,           0.0012478,           0.0002188,           0.0002188,           0.0002188
                 496,           0.0099372,           0.0052828,           0.0015716,             0.97306,                   1,             0.99409,              0.9208,            0.005747,           0.0030051,           0.0012478,            0.000199,            0.000199,            0.000199
                 497,            0.010678,           0.0054384,            0.001474,             0.97302,                   1,             0.99409,             0.91392,           0.0057128,           0.0030032,           0.0012457,           0.0001792,           0.0001792,           0.0001792
                 498,            0.010487,            0.005566,           0.0014669,               0.973,                   1,             0.99409,              0.9139,           0.0056437,           0.0029962,           0.0012441,           0.0001594,           0.0001594,           0.0001594
                 499,            0.013127,           0.0044826,           0.0015442,             0.97304,                   1,             0.99409,             0.91227,           0.0055972,           0.0030028,           0.0012409,           0.0001396,           0.0001396,           0.0001396
